id,status_update,created_by,created_time,media_url,posted_ip,privacy_settings,post_status
918,Study links one sugary drink a day with a 20 percent higher heart disease risk.,207,2021-06-13T14:27:15Z,http://dummyimage.com/1504x1170.png/ff4444/ffffff,157.122.49.253,friends,draft
919,"(Newton Daly/Lifesize/Getty Images) Yeats, Frost, Wilbur, Kubrick ‘Shining’: Great artists lead the scientists on how play can help make people smarter, wiser and less violent. … From ‘Two Tramps in Mud Time’ to memories of those lost on 9/11 Nature’s Edge Notebook #21 Observation, Analysis, ...",222,2021-02-18T01:13:37Z,http://dummyimage.com/1111x240.png/5fa2dd/ffffff,77.20.201.177,friends,draft
920,Sherrie Gavan confronted man and allegedly hit him.,465,2021-04-19T01:43:19Z,http://dummyimage.com/1080x1099.png/ff4444/ffffff,156.104.30.239,me,draft
921,Model arrested in Australia after fleeing from the U.S. over a month ago.,229,2021-01-12T17:19:29Z,,167.198.212.25,me,deleted
922,Synthetic marijuana sending more kids to ERs due to intoxication.,617,2021-06-21T02:27:32Z,http://dummyimage.com/889x362.png/ff4444/ffffff,112.108.150.247,friends,deleted
923,Dharun Ravi verdict sparks post-mortem analysis of New Jersey legal system.,517,2021-05-16T14:07:09Z,http://dummyimage.com/426x1908.png/dddddd/000000,129.82.228.74,me,deleted
924,The case has horrified the people of Ukraine and sparked protests across the country about the seemingly lenient treatment of the suspects.,966,2020-11-06T23:43:00Z,http://dummyimage.com/725x1808.png/5fa2dd/ffffff,96.124.71.48,friends,active
925,Sunday’s primary in Puerto Rico was bad for all of the GOP candidates not named Mitt Romney.,701,2020-10-23T18:29:12Z,http://dummyimage.com/779x1540.png/ff4444/ffffff,167.246.214.238,anyone,deleted
926,"Molly Barker, left, and Caitlin Boyle are in the middle of giving up make-up and shaving for two months to call attention to inner beauty.",571,2020-09-04T16:46:13Z,http://dummyimage.com/1069x1822.png/cc0000/ffffff,56.212.47.232,me,draft
927,"The State Integrity Investigation analyzes each states’ transparency, accountability and anti-corruption mechanisms",920,2021-08-10T14:15:54Z,http://dummyimage.com/683x667.png/cc0000/ffffff,206.22.15.53,me,deleted
928,"NASA's rocket launches are expected to leave contrails like this, useful for study of the upper atmosphere.",885,2021-05-08T01:31:11Z,http://dummyimage.com/1611x1011.png/cc0000/ffffff,69.104.102.97,friends,draft
929,"Afghan government will not have a role in prosecution, U.S. military says.",989,2020-09-29T14:55:26Z,http://dummyimage.com/740x1461.png/5fa2dd/ffffff,36.6.155.100,me,draft
930,"He robbed me of my life savings,' says Ohio retiree of accused Afghan murderer.",302,2020-09-12T19:26:20Z,http://dummyimage.com/1216x461.png/5fa2dd/ffffff,183.135.129.59,friends,active
931,"It looks like Sgt. Rex, the Marine bomb-sniffing dog, will finally be reunited with his former handler, who had launched a high-profile campaign to adopt him.",297,2021-08-30T21:30:31Z,http://dummyimage.com/909x1398.png/ff4444/ffffff,31.51.162.4,friends,active
932,"Martin was being hounded by a strange man on a cell phone, friend says.",431,2020-09-03T08:14:45Z,http://dummyimage.com/1158x1091.png/dddddd/000000,102.184.117.151,me,deleted
933,Students use cell phone cameras to record teachers acting inappropriately.,109,2021-03-15T15:12:20Z,,91.242.102.174,anyone,active
934,Running for President ain’t cheap.,625,2020-11-07T20:27:10Z,http://dummyimage.com/1969x1852.png/dddddd/000000,42.141.103.240,anyone,active
935,Mom forgives after teens sent a shopping cart crashing down 50 feet onto her.,838,2021-05-25T19:39:16Z,http://dummyimage.com/1881x1357.png/5fa2dd/ffffff,85.29.58.123,friends,draft
936,"Finnish cell phone maker Nokia has filed a U.S. patent application for a magnetic vibrating tattoo that could wirelessly connect to a mobile device and alert users of phone calls, texts and battery status–all via vibration.",304,2020-12-13T00:41:18Z,http://dummyimage.com/1508x1035.png/5fa2dd/ffffff,195.61.227.95,anyone,draft
937,"A strong, long 7.9 earthquake with an epicenter in Guerrero state shook central southern Mexico on Tuesday, swaying buildings in Mexico City and sending frightened workers and residents into the streets.",760,2021-07-04T16:57:33Z,,224.183.116.54,anyone,deleted
938,"Waylett, who played Draco Malfoy’s evil sidekick Vincent Crabbe in six of the Potter films, was arrested for participating in violent riots that occurred across England last summer.",7,2020-12-22T08:06:02Z,http://dummyimage.com/1101x741.png/ff4444/ffffff,22.246.56.134,friends,deleted
940,The California teacher who rescued a toddler from a burning car in the pickup lane of her elementary school says the experience was “like a movie.”,671,2021-02-07T00:51:25Z,http://dummyimage.com/1020x1637.png/5fa2dd/ffffff,188.245.20.200,friends,active
941,"Credit: Brown/AFP/Getty Images This early burst of warm weather across the country is a reminder that summer, and peak driving season, is looming. But with gas prices already ticking over the $5 a gallon mark for regular, families are feeling the pinch in their budgets more than ever. GasBuddy.com l...",103,2021-04-28T16:23:08Z,http://dummyimage.com/159x1205.png/ff4444/ffffff,225.211.129.234,me,deleted
942,Candidate Hopes to Boost Delegate Lead With Win in Land of Lincoln,554,2021-04-25T23:03:11Z,http://dummyimage.com/1805x667.png/ff4444/ffffff,31.0.57.239,friends,deleted
943,Neighborhood watchman who killed black teen claimed self-defense.,747,2021-05-25T02:19:30Z,http://dummyimage.com/987x1633.png/dddddd/000000,188.249.247.224,anyone,active
944,Remains that might be of 13-year-old cheerleader found in Texas.,961,2020-12-23T18:32:21Z,http://dummyimage.com/1601x319.png/5fa2dd/ffffff,53.222.47.42,anyone,draft
945,America’s second largest supermarket chain has announced it will no longer sell what the meat industry calls “lean finely textured beef” and the public has come to call “pink slime“.,185,2020-12-24T09:27:08Z,http://dummyimage.com/1952x494.png/ff4444/ffffff,115.221.197.220,friends,active
946,Top Line With next week's historic three days of arguments at the Supreme Court on the constitutionality of the president's signature health care reform law.,549,2021-05-22T03:59:00Z,http://dummyimage.com/989x1406.png/ff4444/ffffff,111.68.120.34,anyone,draft
947,"For the average narcissist, Facebook is tool that may promote anti-social behavior.",456,2020-11-26T09:20:56Z,http://dummyimage.com/1043x1144.png/5fa2dd/ffffff,51.13.211.241,anyone,active
949,"It took 100 days, 10 seamstresses and more than $7,000 to set the new world record.",405,2021-01-04T16:56:10Z,http://dummyimage.com/787x1392.png/5fa2dd/ffffff,49.244.202.200,friends,active
950,Elena Delle Donne chose to be with her disabled sister rather than attend UConn.,679,2021-07-01T17:44:55Z,http://dummyimage.com/1922x305.png/dddddd/000000,10.104.79.225,anyone,active
951,"Rick Santorum’s campaign spokeswoman Alice Stewart was dispatched to Toys R Us this morning to buy 20 Etch A Sketch toys.She handed them out at a town hall for Santorum’s chief rival, Mitt Romney, in Arbutus, Md., this afternoon, and also to the press corps.",751,2020-10-21T00:59:38Z,http://dummyimage.com/1339x938.png/ff4444/ffffff,2.46.167.218,me,active
952,"Female remains found near Williston, N.D., to be tested.",229,2021-01-19T05:20:53Z,http://dummyimage.com/1230x1512.png/ff4444/ffffff,232.3.81.213,me,deleted
953,"What would you give up if the Internet was taken away from you? For some, sex, alcohol, showers and chocolate are on the list.",538,2020-12-31T02:48:54Z,,38.233.16.242,me,draft
954,Walmart and Sam's Club announced they will offer pink-slime-free beef.,210,2020-11-12T11:27:23Z,http://dummyimage.com/1384x759.png/cc0000/ffffff,255.53.202.225,friends,active
955,France's Sarkozy: Investigation under way to see if shooting spree suspect had accomplices,530,2021-01-26T20:43:44Z,http://dummyimage.com/1763x1522.png/dddddd/000000,37.93.233.193,friends,draft
956,Pregnant women's exposure to pollutants can affect childrens' behavior later.,93,2021-02-24T16:38:23Z,http://dummyimage.com/1550x1127.png/cc0000/ffffff,139.47.87.106,anyone,draft
957,"The U.S. military is investigating whether an attack helicopter pilot was “showing off” when he made a low pass over a remote Afghan outpost and then slammed violently into the ground, according to a defense official. The dramatic crash was captured on amateur eyewitness video, which recently surfac...",226,2021-04-19T08:48:11Z,http://dummyimage.com/1397x1883.png/dddddd/000000,169.137.149.158,anyone,active
958,"Reverend Al Sharpton organizing event in Sanford, Fla.",571,2021-01-26T09:52:48Z,,246.60.225.42,friends,deleted
959,It seems that a Chinese hoodlum may have lost his phone. Photos recovered from his phone have,355,2020-11-25T08:41:58Z,http://dummyimage.com/681x1988.png/cc0000/ffffff,106.215.176.8,friends,draft
960,"Mitt Romney’s strategist Eric Fehrnstrom set off a firestorm Wednesday with his comments that, come the general election, “everything changes, it’s almost like an Etch A Sketch",843,2021-06-22T05:47:18Z,http://dummyimage.com/1457x1824.png/cc0000/ffffff,254.226.237.166,anyone,deleted
961,"Chief Bill Lee stepping down 'temporarily,' stands by investigation, officers.",149,2021-06-25T04:32:01Z,http://dummyimage.com/1933x1011.png/5fa2dd/ffffff,190.142.15.119,friends,deleted
962,"Dharun Ravi Former Rutgers student Dharun Ravi, convicted last week of a hate crime for spying on his gay roommate’s date, regrets his “dumb kid” actions, but told ABC News today that he takes “comfort” in the belief that his webcam peeking is not the reason Tyler Clementi jumped to his death. Ra...",616,2020-09-11T08:35:10Z,http://dummyimage.com/1427x969.png/dddddd/000000,29.176.112.50,anyone,deleted
963,Los Angelese coroner's report released today.,312,2021-07-20T15:02:48Z,http://dummyimage.com/599x1415.png/dddddd/000000,178.142.88.45,me,active
964,Murder charges are expected against Army Staff Sgt. Robert Bales in connection with the shooting rampage in which 17 Afghan civilians died.,691,2020-09-09T03:51:57Z,http://dummyimage.com/1710x1927.png/cc0000/ffffff,251.72.225.163,friends,active
965,"House Majority Leader Eric Cantor, R-Va., has launched a new app on Facebook designed to connect voters with bills making their way through Capitol Hill.",448,2020-10-03T13:21:30Z,http://dummyimage.com/931x1309.png/5fa2dd/ffffff,191.134.32.228,anyone,active
966,Questions remain about the nature of the pop star's death.,996,2021-08-12T17:06:29Z,http://dummyimage.com/1733x1247.png/ff4444/ffffff,112.134.206.134,me,active
967,President Obama today offered a personal reflection on the tragic shooting of Florida teenager Trayvon Martin,64,2021-02-07T05:11:42Z,http://dummyimage.com/1667x911.png/5fa2dd/ffffff,183.78.130.51,friends,draft
968,"If you’re traveling 80 miles per hour, how long does it take you to go 80 miles? That’s the relatively simple math question Travis Chambers posed to wife Chelsea on a road trip from Logan, Utah, to Boise, Idaho.",314,2021-01-14T15:14:33Z,http://dummyimage.com/946x643.png/cc0000/ffffff,55.85.79.2,anyone,active
969,John Goodman could face up to 30 years in prison.,436,2020-10-19T19:42:49Z,,121.53.44.96,me,deleted
970,Soldier charged with 17 counts of murder.,319,2021-02-13T11:17:38Z,http://dummyimage.com/1973x1786.png/dddddd/000000,200.20.78.6,anyone,active
972,"A group of Capitol Hill staffers gathered today on the U.S. Capitol steps to rally in support of Trayvon Martin, the 17-year-old unarmed boy gunned down in Sanford, Fla.",804,2020-10-24T15:37:56Z,http://dummyimage.com/930x1485.png/cc0000/ffffff,174.44.245.189,friends,draft
973,Authorities in Oklahoma City are investigating the incident shown on surveillance footage.,744,2021-07-05T22:08:55Z,http://dummyimage.com/487x340.png/ff4444/ffffff,204.245.217.84,me,deleted
974,President Obama’s remarks today about the killing of 17-year-old Trayvon Martin drew scowls from GOP presidential contender Newt Gingrich.,213,2021-07-18T02:45:54Z,http://dummyimage.com/854x942.png/dddddd/000000,83.214.229.172,me,active
975,"A tiny puppy named Beyonce, not much bigger than a business card, has defied odds by surviving.",825,2020-12-12T16:23:29Z,http://dummyimage.com/769x902.png/dddddd/000000,220.124.20.243,anyone,deleted
976,"N.Y. mother defends her close, affectionate relationship with son, now 23.",301,2020-10-18T03:19:06Z,http://dummyimage.com/1890x315.png/5fa2dd/ffffff,26.231.122.251,anyone,active
977,Across the country Trayvon Martin’s death has touched a raw nerve in the African American community.,593,2021-01-29T16:26:15Z,http://dummyimage.com/1222x1248.png/5fa2dd/ffffff,249.32.66.139,friends,draft
978,"The U.S. Disciplinary Barracks at Fort Leavenworth, Kan., house nearly 500 former soldiers, some of whom have killed military officials and civilians, traded state secrets, and refused to follow orders from officers as high up as the commander-in-chief.",374,2020-11-14T09:22:57Z,http://dummyimage.com/1281x1785.png/cc0000/ffffff,61.224.89.140,anyone,deleted
979,"Police, residents and experts are baffled by the source of mysterious booms and shaking that have been plaguing the town of Clintonville, Wis., for...",873,2021-07-14T09:54:16Z,http://dummyimage.com/667x1567.png/ff4444/ffffff,56.247.108.110,anyone,deleted
980,Montana parents gave cannabis oil to their toddler to treat symptoms of a tumor.,724,2021-04-06T13:09:17Z,http://dummyimage.com/1337x1714.png/dddddd/000000,199.228.96.122,me,deleted
981,The 9 Supreme Court justices will hear lawyers argue health care for 6 hours.,259,2021-06-14T04:15:49Z,http://dummyimage.com/1408x270.png/5fa2dd/ffffff,26.75.151.147,anyone,draft
